Compound_ID,Murcko_Scaffold,QSAR_Rank,SMILES,MW,LogP,HBD,HBA,TPSA,Rotatable_Bonds,Lipinski_Violations,XGBoost_pActivity,RandomForest_pActivity,Consensus_pActivity,Model_difference,Max_Morgan_Tanimoto,SA_Score,Max_Murcko_Scaffold_Similarity,HTVS_Priority_Score
BCRL18766,O=C(CCc1ccccc1)C1CCNCC1,299078,COc1cc(CCC(=O)C2CCN(C(=O)N(CCF)N=O)CC2)cc(OC)c1,395.43100000000015,2.990400000000002,0,6,88.51,9,0,5.1749,5.210123048478385,5.192511551705013,0.0352229935467445,0.288,2.824,0.38,0.5867222916064591
BCRL18767,O=C(CCc1ccccc1)C1CCc2ccccc2O1,280220,COC(=O)c1cc(CCC(=O)C2CCc3c(Br)ccc(OC)c3O2)c(OC)cc1C,477.3510000000002,4.456820000000004,0,6,71.06000000000002,7,0,5.2687383,5.218924349302025,5.243831309553967,0.0498139205038832,0.274,3.177,0.442,0.5715207483283572
BCRL18768,O=C(CCc1ccccc1)Cc1cccc2conc12,323731,CCc1onc2c(CC(=O)C(O)Cc3ccc(O)c(OC)c3)c(OC)c(Cl)cc12,419.86100000000016,3.481600000000002,2,7,102.02,8,0,5.145463,5.105427392737192,5.12544519127216,0.040035597069937,0.271,3.468,0.327,0.5821745547280889
BCRL18769,O=C(CCc1ccccc1)Cc1ccccc1,345636,COc1cccc(CC(=O)CCc2ccc(O)c(OC)c2)c1,300.354,3.1538000000000013,1,4,55.760000000000005,7,0,5.086942,5.041971978154681,5.064457087023508,0.0449702177376529,0.369,1.893,0.478,0.5638506933134454
BCRL18770,O=C(CCc1ccccc1)N(CCc1ccccc1)CCN1CCNCC1,255368,CC(C)CC(=O)NC(Cc1ccccc1)C(=O)N(CCc1ccccc1)CCN1CCN(C)CC1,478.6810000000005,3.078700000000002,1,4,55.89000000000001,12,0,5.23888,5.386881186160214,5.312880671815458,0.148001028689511,0.293,2.723,0.391,0.5917159918884374
BCRL18771,O=C(CCc1ccccc1)N(Cc1ccc2c(c1)OCCO2)C1CCCc2ccccc21,314983,CS(=O)(=O)NC(Cc1ccc(C(=O)NN)cc1)C(=O)N(Cc1ccc2c(c1)OCCO2)C1CCCc2ccccc21,578.6910000000005,2.628000000000001,3,7,140.05999999999997,9,1,5.1947145,5.10367776079397,5.149196153498792,0.091036785409643,0.264,3.481,0.324,0.5853674192659291
BCRL18772,O=C(CCc1ccccc1)N1CC(=Cc2ccc(-c3ccncc3)cc2)C1,104119,O=C(O)C1C(=Cc2ccc(-c3ccnc(F)c3)cc2)CN1C(=O)CCc1ccccc1,416.4520000000002,4.199300000000004,1,3,70.5,6,0,6.207411,5.418136223184212,5.812773517781071,0.7892745891937176,0.267,3.036,0.413,0.6105713487578805
BCRL18773,O=C(CCc1ccccc1)N1CC(c2ccc3cnn(C4CC4)c3c2)C1,65653,CC(C)(C)OC(=O)Nc1ccc(CCC(=O)N2C(C#N)C(c3ccc4cnn(C5CC5)c4c3)C2CO)cc1,515.6140000000003,4.529880000000005,2,6,120.48,7,1,6.273584,5.780029140401585,6.026806514704576,0.493554748605983,0.288,3.839,0.313,0.6157706190863621
BCRL18774,O=C(CCc1ccccc1)N1CCC(=C2CCc3cc4[nH]cnc4cc32)CC1,194288,Cc1nc2cc3c(cc2[nH]1)CCC3=C1CCN(C(=O)CCc2ccccc2)CC1,385.51100000000014,4.826320000000004,1,2,48.99,3,0,5.621879,5.35621404925224,5.489046575025901,0.2656650515473204,0.278,2.638,0.339,0.6166532898270607
BCRL18775,O=C(CCc1ccccc1)N1CCC(CNCc2ccc(-c3cc[nH]n3)cc2)CC1,206629,COc1cccc(CCC(=O)N2CCC(CNCc3ccc(-c4cc[nH]n4)cc3)CC2)c1,432.56800000000015,4.046300000000002,2,4,70.25,9,0,5.3703556,5.535026749370821,5.452691177724962,0.1646711432917191,0.338,2.504,0.343,0.6024156494417271
BCRL18776,O=C(CCc1ccccc1)N1CCC(COc2cnc3ncccc3c2)C1,73906,Nc1ccnc2ncc(OCC3CCN(C(=O)CCc4ccccc4)C3)cc12,376.4600000000001,3.0721000000000016,1,5,81.34,6,0,6.178691,5.764822678540376,5.971756794439866,0.413868231798979,0.301,2.847,0.386,0.6200137554443034
BCRL18777,O=C(CCc1ccccc1)N1CCC(Nc2nc3ccccc3s2)CC1,144712,CCOc1ccc2nc(NC3CCN(C(=O)CCc4ccccc4)CC3)sc2c1,409.5550000000001,4.730700000000004,1,5,54.46,7,0,5.619928,5.682759519179116,5.651343701163654,0.0628316360309222,0.39,2.144,0.463,0.584183642639762
BCRL18778,O=C(CCc1ccccc1)N1CCC(Oc2ccc3ccccc3c2)CC1,283550,O=C(CCc1ccc(O)cc1O)N1CCC(Oc2ccc3cc(F)ccc3c2)CC1,409.4570000000001,4.392700000000003,2,4,70.0,5,0,5.1901903,5.279016715851148,5.234603515548865,0.0888264006045655,0.28,2.329,0.4,0.5991670061482205
BCRL18779,O=C(CCc1ccccc1)N1CCC(Oc2ccccc2)CC1,280996,COc1ccc(CC(C)C(=O)N2CCC(Oc3ccc(C#N)cc3OC)CC2)cc1NC(C)=O,465.5500000000002,3.7824800000000014,1,6,100.89,8,0,5.099212,5.384235949214227,5.241724059430721,0.2850237795670098,0.283,2.9,0.379,0.5886921322025003
BCRL18780,O=C(CCc1ccccc1)N1CCC(Sc2ccc3[nH]c(=O)[nH]c3c2)CC1,240892,O=C(CCc1ccccc1)N1CCC(Sc2ccc3[nH]c(=O)[nH]c3c2)CC1,381.50100000000015,3.5721000000000016,2,3,68.96000000000001,5,0,5.4701304,5.236978632132525,5.353554537852761,0.2331518114404733,0.346,2.416,0.387,0.5889409767862521
BCRL18781,O=C(CCc1ccccc1)N1CCC(c2cccc(-c3nccnn3)c2)C1,181674,CN(C)c1cnc(-c2cccc(C3CCN(C(=O)CCc4ccc(F)cc4)C3)c2)nn1,419.5040000000001,3.692400000000002,0,5,62.220000000000006,6,0,5.4647803,5.591323431726655,5.528051881192307,0.1265431010686963,0.313,2.945,0.4,0.5899462295477627
BCRL18782,O=C(CCc1ccccc1)N1CCC(c2cccc(NC(=O)N3CCCCCC3)c2)CC1,278845,CC(=O)Nc1cccc(C)c1CC(O)C(=O)N1CCC(c2cccc(NC(=O)N3CCCCCC3)c2)CC1,520.6740000000003,4.670920000000004,3,4,101.98,6,1,5.2305326,5.264779686781687,5.247656166480443,0.0342470406024881,0.322,3.057,0.41,0.5691088213303738
BCRL18783,O=C(CCc1ccccc1)N1CCC(c2ccccc2)C1,314876,O=C(O)c1cccc(C2CCN(C(=O)CCc3ccccc3)C2)c1,323.392,3.3335000000000017,1,2,57.61,5,0,5.084775,5.214302203588067,5.149538587298184,0.1295272325797665,0.429,2.303,0.471,0.5441842571644131
BCRL18784,O=C(CCc1ccccc1)N1CCC(n2ccccc2=O)CC1,252528,O=C(CCc1ccccc1)N1CCC(n2cc(C(F)(F)F)ccc2=O)CC1,378.3940000000001,3.663400000000003,0,2,42.31,4,0,5.313906,5.32743239038224,5.320669291580891,0.0135261976026992,0.289,2.266,0.356,0.6115239680700327
BCRL18785,O=C(CCc1ccccc1)N1CCC(n2cnc3ccccc32)CC1,169186,CCC(C)(NC(=O)NC(Cc1ccccc1)C(=O)N1CCC(n2c(C)nc3cc(F)ccc32)CC1)C(N)=O,522.6250000000003,3.211820000000001,3,4,122.35,8,1,5.453072,5.6838470774362655,5.5684595742558525,0.230775006360826,0.296,3.403,0.431,0.5785331263873328
BCRL18786,O=C(CCc1ccccc1)N1CCCC(c2ccc3c(c2)-c2nncn2-3)C1,73938,COc1ccc(CC(C)(N)C(=O)N2CCCC(c3ccc4c(c3)-c3nnc(C)n3-4)C2)cc1,431.5400000000001,3.2308200000000022,1,5,86.27000000000001,5,0,6.093708,5.849348881680949,5.971528460005514,0.2443591566491294,0.31,3.386,0.341,0.6132775279543977
BCRL18787,O=C(CCc1ccccc1)N1CCCC1,355742,CC(O)(CC(=O)N1CCC(O)C1)c1ccc(Cl)cc1,283.755,1.5308000000000002,2,3,60.77,3,0,4.902815,5.168397838073525,5.035606351592914,0.2655829729612202,0.273,3.0,0.471,0.5601570665446224
BCRL18788,O=C(CCc1ccccc1)N1CCCC1c1ccco1,351641,Cc1coc(C2CCCN2C(=O)CCc2ccccc2)c1,283.371,3.8843200000000033,0,2,33.45,4,0,5.102202,4.992142636458689,5.047172287543919,0.1100593021704616,0.306,2.732,0.352,0.582975778090505
BCRL18789,O=C(CCc1ccccc1)N1CCCCC1c1cc(-c2cncnc2)[nH]n1,208232,Cn1nc(C2CCCCN2C(=O)CC(C)(C)c2ccccc2)cc1-c1cncnc1,403.53,4.298600000000004,0,4,63.91,5,0,5.2065864,5.689241548201225,5.44791395456631,0.4826551872698283,0.275,3.197,0.333,0.6026057474001548
BCRL18790,O=C(CCc1ccccc1)N1CCN(C(=O)c2ccc(-c3c[nH]c4ncccc34)cc2)CC1,101345,O=C(CCc1ccccc1)N1CCN(C(=O)c2ccc(-c3c[nH]c4ncccc34)cc2)CC1,438.5310000000002,4.147100000000003,1,3,69.30000000000001,5,0,5.9970574,5.654207708915819,5.825632573406274,0.3428497289809096,0.379,2.171,0.448,0.5978286446165278
BCRL18791,O=C(CCc1ccccc1)N1CCN(C(=O)c2ccc(-c3cc(=Nc4ccccc4)nc[nH]3)cc2)CC1,218559,CCN(CC)c1cccc(N=c2cc(-c3ccc(C(=O)N4CCN(C(=O)CCc5ccc(O)cc5)CC4)cc3)[nH]cn2)c1,578.7170000000003,4.778100000000004,2,6,105.13,9,1,5.496244,5.3383889701116765,5.417316461908255,0.1578549835931575,0.341,2.989,0.387,0.5790012303923303
BCRL18792,O=C(CCc1ccccc1)N1CCN(C(=O)c2ccc(Oc3ccccc3)cc2)CC1,286057,Cc1cccc(CCC(=O)N2CCN(C(=O)c3ccc(Oc4ccccc4)cc3)CC2)c1,428.53200000000015,4.704520000000004,0,3,49.85000000000001,6,0,5.191128,5.264193770967383,5.227660774033496,0.0730659938677735,0.459,1.919,0.491,0.546125622858827
BCRL18793,O=C(CCc1ccccc1)N1CCN(C(=O)c2cccc(-c3cscn3)c2)CC1,354916,Nc1nc(-c2cccc(C(=O)N3CCN(C(=O)CCc4ccccc4)CC3)c2O)cs1,436.5370000000001,3.015100000000001,2,6,99.76,5,0,5.0003843,5.075484994489394,5.0379346626194526,0.0751006637398825,0.312,2.314,0.408,0.5802715525117597
BCRL18794,O=C(CCc1ccccc1)N1CCN(CC2CNCc3ccccc3O2)CC1,357629,CN1Cc2ccccc2OC(CN2CCN(C(=O)CCc3ccccc3)CC2)C1,393.5310000000002,2.656400000000001,0,4,36.02,5,0,5.0181375,5.042406346376324,5.0302719006814485,0.0242688913897515,0.284,2.655,0.308,0.5983697649170544
BCRL18795,O=C(CCc1ccccc1)N1CCN(CCCOc2ccccc2)CC1,251865,O=Cc1ccc(OCCCN2CCN(C(=O)CCc3ccc(O)cc3)CC2)cc1,396.4870000000001,2.7506000000000013,1,5,70.08,9,0,5.5134645,5.131513780255528,5.322489115545855,0.3819506705806539,0.323,2.085,0.439,0.5910384510919631
BCRL18796,O=C(CCc1ccccc1)N1CCN(Cc2ccccc2)CC1,241855,O=C(CCc1cccc(Cl)c1)N1CCN(Cc2cccc(OC(F)(F)F)c2)CC1,426.8660000000001,4.515600000000004,0,3,32.78,6,0,5.34144,5.360274011899143,5.350857106352404,0.0188338110934784,0.42,2.081,0.486,0.55888334070345
BCRL18797,O=C(CCc1ccccc1)N1CCN(c2cc(C3CC3)ncn2)CC1,280979,O=C(CCc1ccccc1)N1CCN(c2cc(C3CC3)ncn2)CC1,336.4390000000001,2.6354000000000006,0,4,49.330000000000005,5,0,5.167617,5.315891743461727,5.241754293819486,0.1482748992844813,0.293,2.149,0.404,0.5999686188652351
BCRL18798,O=C(CCc1ccccc1)N1CCN(c2ccc3c(N4CCCC4)ncnn23)CC1,320194,Cc1cc2c(N3CCCC3)ncnn2c1N1CCN(C(=O)CCc2ccccc2)CC1,418.5450000000002,2.919320000000001,0,5,56.98000000000001,5,0,5.0251503,5.244846793773048,5.134998546422657,0.2196964947007824,0.274,2.58,0.312,0.6070943051571956
BCRL18799,O=C(CCc1ccccc1)N1CCN(c2ccccc2)CC1,179268,O=C(CCc1ccccc1)N1CCN(c2ccc(Cl)c(OC(F)(F)F)c2)CC1,412.8390000000001,4.520000000000004,0,3,32.78,5,0,5.6886563,5.383020164240897,5.53583824717477,0.305636165867746,0.315,2.083,0.442,0.6029790949080286
BCRL18800,O=C(CCc1ccccc1)N1CCN(c2ccccc2CN2CCNCC2)CC1,195451,COc1cc(C(N)=O)c(CCC(=O)N2CCN(c3ccccc3CN3CCN(C)CC3)CC2)cc1Cl,514.0700000000004,2.4763,1,6,82.34999999999998,8,1,5.649811,5.321712148764791,5.485761469890208,0.3280986422508345,0.303,2.477,0.359,0.610266757096115
BCRL18801,O=C(CCc1ccccc1)N1CCN(c2ccccc2CNC2CCOCC2)CC1,179748,CC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccc(C(F)(F)F)cc2CN(CC(=O)O)C2CCOCC2)CC1,582.063,4.951800000000004,1,5,73.32000000000001,9,1,5.482101,5.586400772621861,5.534250868107195,0.1042998090293316,0.308,3.201,0.371,0.5909010414926156
BCRL18802,O=C(CCc1ccccc1)N1CCN(c2ccccn2)CC1,225608,O=C(CC(O)c1ccc(F)cc1)N1CCN(c2cccc(F)n2)CC1,347.36500000000007,2.1321000000000003,1,4,56.67,4,0,5.243802,5.550380349011481,5.397091209814578,0.3065782783938049,0.308,2.687,0.48,0.5752067294342764
BCRL18803,O=C(CCc1ccccc1)N1CCN(c2cccnn2)CC1,218536,COc1ccc(CC(NC(=O)C(C)(C)N)C(=O)N2CCN(c3cccnn3)CC2)cc1,426.5210000000002,0.5986000000000016,2,7,113.67999999999998,7,0,5.319268,5.515461418948489,5.417364822786013,0.1961931923249542,0.295,2.827,0.396,0.5927536083572149
BCRL18804,O=C(CCc1ccccc1)N1CCN(c2ccnc(Nc3ccccc3)n2)CC1,129226,COc1ccc(CCC(=O)N2CCN(c3nc(Nc4cc(OC)ccc4C)ncc3Br)CC2)cc1,540.4620000000002,4.589720000000003,1,7,79.82000000000001,8,1,5.8218064,5.595949493864319,5.708877962340485,0.2258569369523311,0.371,2.382,0.397,0.5990126742679593
BCRL18805,O=C(CCc1ccccc1)N1CCN(c2ccncc2)CC1,217402,O=C(CCc1ccccc1)N1CCN(c2ccnc(C(F)F)c2)CC1,345.39300000000003,3.300600000000002,0,3,36.440000000000005,5,0,5.508222,5.333340626222706,5.420781364670802,0.1748814768961901,0.365,2.191,0.42,0.5865216039976111
BCRL18806,O=C(CCc1ccccc1)N1CCNCC1,317830,O=C(CCc1ccccc1)N1CCN(CC(F)(F)F)CC1,300.324,2.3257000000000003,0,2,23.550000000000004,4,0,5.1279874,5.155206186113702,5.141596785454922,0.0272188013175593,0.315,1.888,0.423,0.5922687488283381
BCRL18807,O=C(CCc1ccccc1)N1CCOc2cccc(c2)C1,295202,CCCc1c2cccc1OCCN(C(=O)C(N)Cc1ccc(C)cc1C)C2,366.5050000000001,3.546940000000003,1,3,55.56,5,0,5.13695,5.269342480592125,5.203146248306927,0.1323924645703966,0.286,3.619,0.397,0.5644702129480685
BCRL18808,O=C(CCc1ccccc1)N1CCn2nnc(-c3ccccc3)c2C1,311381,O=C(CC(F)(F)c1ccc(F)cc1)N1CCn2nnc(-c3ccccc3)c2C1,386.3770000000001,3.608500000000002,0,3,51.02,4,0,4.92366,5.394271854393199,5.158965827938177,0.4706120529100444,0.27,2.703,0.34,0.6005978063852017
BCRL18809,O=C(CCc1ccccc1)N=C1CC1C(=O)NCCCc1cocn1,278801,Cc1nc(CCCN(CC(=O)O)C(=O)C2C(=NC(=O)CCc3ccccc3)C2N)c(C)o1,440.5000000000002,1.6947399999999992,2,6,139.09,10,0,5.0710797,5.424426239613722,5.247752985300636,0.3533465086261733,0.381,3.712,0.329,0.5541885820329348
BCRL18810,O=C(CCc1ccccc1)N=C1CC2C=CC=CC=C2CNC1=O,249211,COC1=CC=C2CNC(=O)C(=NC(=O)CCc3cccc(C(=O)O)c3)CC2C=C1OC,424.45300000000015,2.4217000000000004,2,5,114.29,6,0,5.3098025,5.350268243424654,5.33003538781035,0.0404657112286086,0.25,3.827,0.268,0.6003095107436309
BCRL18811,O=C(CCc1ccccc1)N=C1CCC(C(=O)NCc2cccnc2)C1,225624,O=C(CCc1ccc(Br)cc1)N=C1CCC(C(=O)NCc2cccnc2)C1,428.33000000000015,3.860800000000002,1,3,71.42,6,0,5.4659276,5.32816881963407,5.397048210247332,0.1377587812265259,0.28,2.914,0.437,0.5851296150917396
BCRL18812,O=C(CCc1ccccc1)N=C1CCC(SC2CCCCC2)C1,365328,Cc1ccc(O)c(CCC(=O)N=C2CC(SC3CCCCC3)CC2C(=O)O)c1,403.5440000000003,4.529920000000002,2,4,86.96,6,0,4.9709315,5.043774003644786,5.007352766821782,0.0728424736460064,0.218,3.872,0.397,0.5655178024210801
BCRL18813,O=C(CCc1ccccc1)N=C1CCCOO1,311569,COC(=O)CC1CCC(=NC(=O)CCc2ccc(C(C)(C)C)cc2)OO1,361.4380000000001,3.515500000000002,0,5,74.19,5,0,5.1119018,5.205134691952631,5.158518226026975,0.0932329318513129,0.275,3.468,0.345,0.5792007972390385
BCRL18814,O=C(CCc1ccccc1)N=CC(=O)N(Cc1ccccc1)c1cccs1,353830,Cc1ccc(N(Cc2ccc(F)cc2)C(=O)C=NC(=O)CCc2ccc(C(=O)O)cc2)s1,452.5070000000002,4.657220000000004,1,4,87.04,8,0,4.8890834,5.192865375014897,5.040974380241213,0.3037819895473674,0.259,2.836,0.291,0.6040210192315342
BCRL18815,O=C(CCc1ccccc1)N=CC(=O)N1CCN(c2ccc3ccccc3n2)CC1,203477,COc1cc(CCC(=O)N=CC(=O)N2CCN(c3ccc4ccccc4n3)CC2)cc(OC)c1,460.5340000000002,3.1308000000000016,0,6,84.33,7,0,5.5515046,5.372278348027675,5.461891479998334,0.1792262639413193,0.289,2.684,0.324,0.6144180398190077
BCRL18816,O=C(CCc1ccccc1)N=CC(=O)NN=Cc1c[nH]c2c(Nc3ccccc3)ncnc12,188998,COc1ccc(OC)c(CCC(=O)N=CC(=O)NN=Cc2cn(C)c3c(Nc4ccc(OC(F)(F)F)cc4)ncnc23)c1,597.5540000000001,4.3080000000000025,2,9,141.32,11,1,5.3871465,5.623674034540954,5.505410253735931,0.2365275616100461,0.407,3.309,0.366,0.5630329123889469
BCRL18817,O=C(CCc1ccccc1)N=CC(=O)Nc1ccccc1-c1ccc2[nH]ncc2c1,111595,Cc1n[nH]c2ccc(-c3ccccc3N(C)C(=O)C=NC(=O)CCc3cccc(F)c3)cc12,442.4940000000002,4.870420000000004,1,3,78.42,6,0,5.767014,5.793400888023654,5.78020745733275,0.0263868613818081,0.356,2.929,0.414,0.5891950348080772
BCRL18818,O=C(CCc1ccccc1)N=CC(N=CCN1CCNCC1)c1ccccc1,245997,COc1ccc(CCC(=O)N=CC(N=CCN2CCN(C)CC2)c2ccccc2)cc1,420.5570000000002,3.2847000000000017,0,5,57.5,9,0,5.572387,5.105732523745947,5.339059871110644,0.466654694729395,0.299,3.347,0.324,0.5893032558819616
BCRL18819,O=C(CCc1ccccc1)N=CCc1cccc(COc2ccc3cnccc3c2)c1,175428,NC(=O)c1ccc(CCC(=O)N=C(Cc2cccc(COc3ccc4cnccc4c3)c2)C(=O)O)cc1,495.5350000000002,4.140200000000003,2,5,131.94,10,0,5.6098843,5.486238841134282,5.548061551609622,0.1236454209506785,0.403,2.677,0.4,0.5751301300849816
BCRL18820,O=C(CCc1ccccc1)N=Cc1nc2ccccc2[nH]1,319843,COc1ccc(CCC(=O)N=C(C)c2nc3ccccc3[nH]2)cc1OC,351.40600000000006,3.548500000000001,1,4,76.57000000000001,6,0,5.076084,5.195862328021953,5.135973232492422,0.119778191059062,0.356,2.448,0.348,0.5827422316910995
BCRL18821,O=C(CCc1ccccc1)N=c1[nH]c(-c2ccccc2)nc(=O)s1,338702,CCCCC(C)OC(Cc1ccccc1)C(=O)N=c1[nH]c(-c2ccccc2)nc(=O)s1,437.5650000000001,4.1323000000000025,1,5,84.41,9,0,4.9954653,5.172637231894328,5.084051255259908,0.1771719532688394,0.292,3.624,0.31,0.5743891630884133
BCRL18822,O=C(CCc1ccccc1)N=c1[nH]c(C#Cc2ccccc2)cs1,296186,NC(Cc1ccccc1)C(=O)N=c1[nH]c(C#Cc2ccc(C(F)(F)F)cc2)cs1,415.44,3.4921000000000024,2,3,71.24000000000001,3,0,5.038313,5.362800602928024,5.200556757457664,0.3244876909407193,0.329,3.469,0.296,0.5775428844421723
BCRL18823,O=C(CCc1ccccc1)N=c1cc[nH]n1C1CCN(C(=O)C=Cc2ccccc2)CC1,256823,O=C(CCc1ccccc1)N=c1cc[nH]n1C1CCN(C(=O)C=Cc2ccccc2)CC1,428.5360000000002,3.753200000000003,1,2,70.46000000000001,6,0,5.4634194,5.15432807597785,5.308873756693149,0.309091361430597,0.329,2.797,0.377,0.5834689668570796
BCRL18824,O=C(CCc1ccccc1)NC(=O)c1occc1-c1ccccc1,263088,COc1ccccc1-c1ccoc1C(=O)N(C)C(=O)C(C)(Cc1ccc(CC(=O)O)cc1)OC,465.5020000000003,3.828700000000002,1,6,106.28,9,0,5.185586,5.397282873535954,5.291434424591463,0.2116968978889817,0.304,3.267,0.404,0.5717114530717079
BCRL18825,O=C(CCc1ccccc1)NC(C(=O)NCc1ccccc1-n1cccn1)c1cccs1,214625,O=C(CCc1ccccc1F)NC(C(=O)NCc1cc(Cl)ccc1-n1cccn1)c1cccs1,496.9950000000001,4.832800000000004,2,4,76.02000000000001,9,0,5.5030227,5.354971664096337,5.428997167421093,0.1480510066495126,0.295,2.987,0.325,0.6035255853012065
BCRL18826,O=C(CCc1ccccc1)NC(Cc1ccccc1)C(=O)NCc1nccs1,174259,CCOC(Cc1ccccc1)C(=O)NC(Cc1ccccc1F)C(=O)NC(CCC(N)=O)c1nccs1,526.6340000000002,3.0803000000000003,3,6,123.40999999999998,14,1,5.6353874,5.468172674329137,5.551780047491716,0.1672147463251603,0.3,3.526,0.367,0.5864379731813313
BCRL18827,O=C(CCc1ccccc1)NC(Cc1ccccc1)C(=O)Nc1ccccc1,270020,O=C(CCc1ccc(C(=O)O)cc1C(F)(F)F)NC(Cc1cccc(F)c1)C(=O)Nc1ccccc1,502.4640000000001,4.841500000000004,3,3,95.5,9,1,4.9712815,5.572862280698861,5.27207190458588,0.6015807522259609,0.357,2.696,0.442,0.564184373730165
BCRL18828,O=C(CCc1ccccc1)NC(Cc1cccnc1)C(=O)Nc1ccccc1,275138,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1cccnc1)C(=O)Nc1ccccc1,488.58800000000014,3.883600000000002,3,5,109.42,9,0,5.122774,5.393466290121433,5.25812020713347,0.2706921659759249,0.351,2.831,0.418,0.5664233513053947
BCRL18829,O=C(CCc1ccccc1)NC(c1ccccc1)c1cncnc1,176230,O=C(CCc1ccc(Cl)cc1)NC(c1cncnc1)c1cccc(Cl)c1,386.28200000000015,4.621800000000003,1,3,54.88,6,0,5.5431294,5.547738439840733,5.545433941981524,0.0046089957184189,0.324,2.591,0.413,0.594300927231023
BCRL18830,O=C(CCc1ccccc1)NC1=C(C(=O)NCc2nc(-c3ccccc3)c[nH]2)CCS1,196952,CC1CSC(NC(=O)CCc2ccccc2N)=C1C(=O)NCc1nc(-c2ccc(Cl)cc2)c[nH]1,496.0360000000002,4.272000000000002,4,5,112.9,8,0,5.5661397,5.3964316833862815,5.481285690707423,0.1697080146422829,0.362,3.493,0.463,0.549096677432104
BCRL18831,O=C(CCc1ccccc1)NC1=CCS(=O)(=O)C1,354411,CCOC(=O)C1=C(NC(=O)CCc2ccc(OC)cc2)CS(=O)(=O)C1,367.4230000000001,0.9896000000000004,1,6,98.76999999999998,7,0,4.9831834,5.095404023345539,5.039293703643595,0.1122206394038887,0.31,2.583,0.422,0.571313378259804
BCRL18832,O=C(CCc1ccccc1)NC1=NN=c2ccc3ncc(n23)C=C1,253450,CC1=CC(NC(=O)CCc2ccccc2)=NN=c2ccc3ncc1n23,331.3790000000001,2.152200000000001,1,4,71.12,3,0,5.0199113,5.616231086449518,5.318071187832302,0.5963197972344298,0.274,3.218,0.339,0.5947462160570972
BCRL18833,O=C(CCc1ccccc1)NC1=NNCC(NC(=O)CNC(=O)OCc2ccccc2)N1,273081,COc1ccc(CCC(=O)NC2=NN(CCO)C(OC)C(NC(=O)C(CC(C)C)NC(=O)OCc3ccccc3)N2)cc1,598.7010000000004,1.6684000000000023,5,10,162.85,14,1,5.3406644,5.186808312936473,5.263736349842871,0.1538560738127943,0.294,3.999,0.373,0.560749504071214
BCRL18834,O=C(CCc1ccccc1)NC1C(=O)N2C=C(S(=O)(=O)c3ccccc3)CSC12,287285,NC(CC(=O)NC1C(=O)N2C(C(=O)O)=C(S(=O)(=O)c3ccc(Cl)cc3)CSC12)c1ccccc1,522.0040000000002,1.8999,3,7,146.87,7,1,5.41089,5.037815191539932,5.224352646963203,0.373074910846543,0.305,3.673,0.317,0.5754129581105445
BCRL18835,O=C(CCc1ccccc1)NC1CC(N2CCNCC2)c2ccccc2-n2cccc21,218209,CCCN1CCN(C2CC(NC(=O)CCc3ccccc3)c3cccn3-c3ccc(OC)cc32)CC1,486.66000000000025,4.748400000000005,1,4,49.74,8,0,5.607918,5.228695775879026,5.418306780761778,0.3792220097655052,0.286,3.359,0.297,0.6015499256097765
BCRL18836,O=C(CCc1ccccc1)NC1CCCCNC1=O,224622,COCCOC(Cc1ccccc1)C(=O)NC1CCCCNC1=O,334.41600000000017,1.0456,2,4,76.66,8,0,5.527687,5.272178170631009,5.399932621692457,0.2555089021228971,0.344,3.025,0.444,0.5650964452124378
BCRL18837,O=C(CCc1ccccc1)NC1CCCCc2nc(-c3ccccc3)sc(=O)c21,262758,COc1ccc(-c2nc3c(c(=O)s2)C(NC(=O)C(C#N)Cc2ccccc2)CCCC3)cc1,459.5710000000003,4.445080000000004,1,6,92.07999999999998,6,0,5.3944316,5.190353991437887,5.292392791235912,0.2040775995960482,0.295,3.391,0.369,0.5779085771590448
BCRL18838,O=C(CCc1ccccc1)NC1CCN(C(=O)C(=O)c2c[nH]c3ccccc23)C1=O,360413,CC(=O)NC(Cc1ccccc1)C(=O)NC1CCN(C(=O)C(=O)c2c[nH]c3ccccc23)C1=O,460.4900000000002,1.3417,3,5,128.44,7,0,4.924687,5.119323110598079,5.022005009660001,0.1946362018761549,0.373,3.219,0.4,0.5432132715392277
BCRL18839,O=C(CCc1ccccc1)NC1CCN(C(=O)C(Cc2ccccc2)NC(=O)Cc2ccccc2)C1,330570,NC(Cc1ccc(O)cc1)C(=O)NC1CCN(C(=O)C(Cc2ccc(O)cc2)NC(=O)Cc2ccccc2)C1,530.6250000000002,1.6549000000000007,5,6,144.99,10,1,5.1937428,5.019948831910251,5.106845791992724,0.1737939201649441,0.346,3.282,0.382,0.5561599989877228
BCRL18840,O=C(CCc1ccccc1)NC1CCN(CCOc2ccccc2)CC1,186900,N#Cc1ccc(OCCN2CCC(NC(=O)CCc3ccccc3)CC2)cc1,377.48800000000006,3.1504800000000017,1,4,65.36,8,0,5.724119,5.299993321529124,5.512056253965246,0.4241258648722432,0.387,1.983,0.431,0.5885097045379231
BCRL18841,O=C(CCc1ccccc1)NC1CCOCC1,354310,O=C(CCc1ccccc1)NC1CCOCC1CO,263.33699999999993,1.1327999999999998,2,3,58.56,5,0,4.929887,5.149291615952563,5.039589216942346,0.2194047980204336,0.316,2.842,0.442,0.5593529090185487
